engine_no,LAST(recordings.time_in_cycles),LAST(recordings.operational_setting_1),LAST(recordings.operational_setting_2),LAST(recordings.operational_setting_3),LAST(recordings.sensor_measurement_1),LAST(recordings.sensor_measurement_2),LAST(recordings.sensor_measurement_3),LAST(recordings.sensor_measurement_4),LAST(recordings.sensor_measurement_5),LAST(recordings.sensor_measurement_6),LAST(recordings.sensor_measurement_7),LAST(recordings.sensor_measurement_8),LAST(recordings.sensor_measurement_9),LAST(recordings.sensor_measurement_10),LAST(recordings.sensor_measurement_11),LAST(recordings.sensor_measurement_12),LAST(recordings.sensor_measurement_13),LAST(recordings.sensor_measurement_14),LAST(recordings.sensor_measurement_15),LAST(recordings.sensor_measurement_16),LAST(recordings.sensor_measurement_17),LAST(recordings.sensor_measurement_18),LAST(recordings.sensor_measurement_19),LAST(recordings.sensor_measurement_20),LAST(recordings.sensor_measurement_21),MAX(recordings.operational_setting_1),MAX(recordings.operational_setting_2),MAX(recordings.operational_setting_3),MAX(recordings.sensor_measurement_1),MAX(recordings.sensor_measurement_2),MAX(recordings.sensor_measurement_3),MAX(recordings.sensor_measurement_4),MAX(recordings.sensor_measurement_5),MAX(recordings.sensor_measurement_6),MAX(recordings.sensor_measurement_7),MAX(recordings.sensor_measurement_8),MAX(recordings.sensor_measurement_9),MAX(recordings.sensor_measurement_10),MAX(recordings.sensor_measurement_11),MAX(recordings.sensor_measurement_12),MAX(recordings.sensor_measurement_13),MAX(recordings.sensor_measurement_14),MAX(recordings.sensor_measurement_15),MAX(recordings.sensor_measurement_16),MAX(recordings.sensor_measurement_17),MAX(recordings.sensor_measurement_18),MAX(recordings.sensor_measurement_19),MAX(recordings.sensor_measurement_20),MAX(recordings.sensor_measurement_21),MIN(recordings.operational_setting_1),MIN(recordings.operational_setting_2),MIN(recordings.operational_setting_3),MIN(recordings.sensor_measurement_1),MIN(recordings.sensor_measurement_2),MIN(recordings.sensor_measurement_3),MIN(recordings.sensor_measurement_4),MIN(recordings.sensor_measurement_5),MIN(recordings.sensor_measurement_6),MIN(recordings.sensor_measurement_7),MIN(recordings.sensor_measurement_8),MIN(recordings.sensor_measurement_9),MIN(recordings.sensor_measurement_10),MIN(recordings.sensor_measurement_11),MIN(recordings.sensor_measurement_12),MIN(recordings.sensor_measurement_13),MIN(recordings.sensor_measurement_14),MIN(recordings.sensor_measurement_15),MIN(recordings.sensor_measurement_16),MIN(recordings.sensor_measurement_17),MIN(recordings.sensor_measurement_18),MIN(recordings.sensor_measurement_19),MIN(recordings.sensor_measurement_20),MIN(recordings.sensor_measurement_21),RUL
117,102,10.002,0.25,100.0,489.05,604.74,1489.49,1296.8,10.52,15.48,396.82,2318.88,8777.49,1.26,45.22,372.96,2388.0,8138.88,8.5986,0.03,369,2319,100.0,28.66,17.1909,42.0079,0.842,100.0,518.67,642.73,1591.35,1401.85,14.62,21.6,556.8,2388.11,9062.42,1.3,47.4,524.45,2388.15,8148.17,10.8756,0.03,392,2388,100.0,39.22,23.5553,0.0002,0.0,60.0,445.0,535.93,1252.29,1034.98,3.91,5.7,138.51,1915.28,8000.63,0.94,36.38,130.15,2028.21,7868.68,8.3371,0.02,304,1915,84.93,10.53,6.2501,240
118,406,42.0012,0.84,100.0,445.0,549.17,1348.25,1132.41,3.91,5.7,140.15,2212.1,8338.32,1.03,42.08,131.14,2388.21,8100.54,9.2767,0.02,331,2212,100.0,10.68,6.3344,42.008,0.842,100.0,518.67,642.69,1595.49,1410.96,14.62,21.6,559.39,2388.16,9075.53,1.31,47.49,526.94,2388.26,8153.83,10.871,0.03,394,2388,100.0,39.42,23.6483,0.0001,0.0,60.0,445.0,535.91,1249.93,1035.1,3.91,5.7,137.87,1915.29,8001.56,0.94,36.32,130.01,2028.2,7866.5,8.3179,0.02,304,1915,84.93,10.38,6.2195,137
119,178,0.0026,0.0,100.0,518.67,643.65,1605.03,1423.93,14.62,21.61,551.41,2388.18,9087.03,1.3,47.93,519.74,2388.18,8158.21,8.5048,0.03,396,2388,100.0,38.56,23.1259,42.0079,0.842,100.0,518.67,643.65,1605.03,1423.93,14.62,21.61,554.41,2388.22,9087.03,1.3,48.14,522.0,2388.5,8158.21,10.9884,0.03,396,2388,100.0,39.11,23.4951,0.0001,0.0,60.0,445.0,536.46,1255.54,1041.12,3.91,5.71,137.89,1915.3,8003.13,0.94,36.51,129.96,2028.19,7871.47,8.3797,0.02,306,1915,84.93,10.23,6.2262,9
120,90,0.0028,0.0002,100.0,518.67,642.67,1588.92,1403.08,14.62,21.61,553.72,2388.07,9060.26,1.3,47.38,521.82,2388.08,8138.53,8.396,0.03,393,2388,100.0,39.01,23.2891,42.0075,0.8419,100.0,518.67,642.67,1593.92,1409.03,14.62,21.61,554.88,2388.11,9066.86,1.3,47.5,522.58,2388.13,8144.25,10.91,0.03,394,2388,100.0,39.13,23.4576,0.0001,0.0,60.0,445.0,536.06,1250.12,1038.64,3.91,5.71,138.05,1915.32,8003.53,0.94,36.39,130.15,2028.2,7870.87,8.3739,0.02,306,1915,84.93,10.47,6.2435,87
121,75,41.9984,0.84,100.0,445.0,549.59,1353.82,1123.22,3.91,5.71,139.32,2211.89,8314.62,1.02,42.19,130.55,2387.96,8081.76,9.3653,0.02,330,2212,100.0,10.73,6.4123,42.008,0.8419,100.0,518.67,642.99,1589.68,1410.38,14.62,21.61,553.65,2388.06,9057.06,1.3,47.49,522.49,2388.14,8141.33,10.9291,0.03,393,2388,100.0,39.04,23.4383,0.0003,0.0,60.0,445.0,536.32,1256.09,1040.06,3.91,5.71,137.95,1915.25,8001.66,0.94,36.67,130.13,2028.13,7869.73,8.4103,0.02,305,1915,84.93,10.41,6.2468,119
122,21,42.0053,0.84,100.0,445.0,549.62,1350.48,1120.18,3.91,5.71,138.14,2211.8,8314.57,1.02,42.07,130.8,2387.85,8080.74,9.3292,0.02,331,2212,100.0,10.66,6.3989,42.0053,0.8419,100.0,518.67,642.62,1587.22,1406.85,14.62,21.61,553.66,2388.04,9045.94,1.3,47.31,521.66,2388.13,8125.52,10.925,0.03,393,2388,100.0,38.96,23.3466,0.0013,0.0009,60.0,445.0,536.21,1255.33,1046.32,3.91,5.71,138.14,1915.15,7999.15,0.94,36.71,130.31,2028.11,7863.48,8.4271,0.02,306,1915,84.93,10.5,6.2685,153
123,42,9.9981,0.2515,100.0,489.05,604.82,1498.32,1311.02,10.52,15.49,394.8,2318.94,8761.34,1.26,45.36,371.97,2388.17,8113.22,8.6637,0.03,369,2319,100.0,28.4,17.1504,42.0046,0.8415,100.0,518.67,642.4,1594.58,1408.33,14.62,21.61,553.63,2388.16,9044.35,1.3,47.55,521.81,2388.2,8126.81,10.9253,0.03,394,2388,100.0,38.87,23.3101,0.0003,0.0,60.0,445.0,536.23,1255.0,1039.81,3.91,5.71,138.28,1915.09,7990.75,0.94,36.56,130.36,2027.97,7855.99,8.4269,0.02,306,1915,84.93,10.45,6.268,184
124,35,42.0019,0.84,100.0,445.0,549.68,1354.46,1122.15,3.91,5.72,138.62,2211.79,8310.16,1.02,41.97,130.71,2387.88,8076.87,9.3803,0.02,331,2212,100.0,10.61,6.3228,42.0041,0.8408,100.0,518.67,643.02,1596.7,1410.75,14.62,21.61,553.78,2388.17,9055.08,1.3,47.5,522.79,2388.17,8135.2,10.9136,0.03,395,2388,100.0,38.96,23.3884,0.0006,0.0,60.0,445.0,536.24,1252.17,1042.38,3.91,5.71,138.2,1915.13,8000.82,0.94,36.61,130.05,2028.1,7864.44,8.3853,0.02,306,1915,84.93,10.46,6.2861,135
125,82,19.9986,0.7016,100.0,491.19,607.11,1482.25,1239.81,9.35,13.65,336.86,2324.05,8732.42,1.08,44.41,316.9,2388.15,8073.69,9.1361,0.02,364,2324,100.0,24.51,14.7934,42.0076,0.8418,100.0,518.67,642.33,1587.71,1403.74,14.62,21.61,557.56,2388.13,9065.14,1.3,47.41,525.73,2388.22,8152.12,10.8666,0.03,393,2388,100.0,39.25,23.586,0.0003,0.0,60.0,445.0,536.02,1251.83,1037.21,3.91,5.71,138.74,1915.36,8007.92,0.94,36.39,131.05,2028.26,7872.3,8.3575,0.02,305,1915,84.93,10.58,6.2665,157
126,164,35.0037,0.8413,100.0,449.44,555.09,1365.61,1124.94,5.48,7.98,194.71,2222.96,8348.3,1.02,41.75,183.25,2387.98,8066.83,9.2607,0.02,333,2223,100.0,15.0,8.8999,42.0078,0.842,100.0,518.67,642.41,1588.48,1405.65,14.62,21.59,555.54,2388.05,9059.17,1.3,47.28,523.19,2388.12,8141.79,10.8957,0.03,393,2388,100.0,39.23,23.5008,0.0001,0.0,60.0,445.0,535.76,1250.28,1030.56,3.91,5.69,137.15,1915.23,7994.25,0.93,36.08,129.5,2028.12,7865.59,8.3498,0.02,303,1915,84.93,10.41,6.1903,138
127,141,0.0023,0.0,100.0,518.67,642.11,1581.87,1392.05,14.62,21.6,556.48,2387.99,9053.52,1.3,47.08,523.65,2387.98,8138.76,8.3672,0.03,393,2388,100.0,39.07,23.4736,42.0078,0.842,100.0,518.67,642.41,1589.33,1402.15,14.62,21.6,556.48,2388.08,9057.51,1.3,47.31,523.65,2388.09,8141.41,10.8667,0.03,393,2388,100.0,39.33,23.5724,0.0,0.0,60.0,445.0,535.65,1249.78,1032.18,3.91,5.7,137.88,1915.26,7998.28,0.94,36.26,129.81,2028.16,7866.5,8.3561,0.02,304,1915,84.93,10.39,6.2344,94
128,111,35.0054,0.8413,100.0,449.44,555.7,1363.2,1129.64,5.48,8.0,196.56,2223.14,8361.14,1.03,41.91,184.61,2388.27,8085.76,9.2273,0.02,334,2223,100.0,15.04,9.0794,42.0078,0.8417,100.0,518.67,643.17,1594.87,1406.48,14.62,21.61,558.44,2388.14,9073.18,1.3,47.5,525.97,2388.3,8151.76,10.8234,0.03,394,2388,100.0,39.39,23.6472,0.0001,0.0,60.0,445.0,536.23,1250.91,1036.8,3.91,5.71,138.76,1915.39,8006.05,0.94,36.39,131.25,2028.29,7872.44,8.3248,0.02,305,1915,84.93,10.5,6.3315,137
129,96,0.0024,0.0012,100.0,518.67,642.41,1585.55,1403.72,14.62,21.61,553.73,2388.07,9046.16,1.3,47.57,522.07,2388.16,8132.07,8.4101,0.03,394,2388,100.0,38.85,23.2294,42.0072,0.8419,100.0,518.67,643.21,1595.93,1409.66,14.62,21.61,554.29,2388.11,9056.9,1.3,47.66,522.22,2388.19,8140.49,10.9233,0.03,394,2388,100.0,39.05,23.4131,0.0008,0.0,60.0,445.0,536.19,1255.88,1043.6,3.91,5.71,137.6,1915.21,7999.79,0.94,36.53,129.95,2028.07,7867.64,8.3969,0.02,306,1915,84.93,10.39,6.2652,94
130,109,0.0013,0.0,100.0,518.67,642.38,1593.8,1399.0,14.62,21.61,553.32,2388.07,9071.8,1.3,47.5,521.53,2388.13,8143.42,8.4205,0.03,393,2388,100.0,38.93,23.3066,42.008,0.8419,100.0,518.67,642.92,1597.13,1408.79,14.62,21.61,554.72,2388.11,9071.8,1.3,47.5,522.61,2388.29,8150.77,10.9082,0.03,394,2388,100.0,39.16,23.518,0.0002,0.0,60.0,445.0,536.02,1255.06,1037.03,3.91,5.71,138.16,1915.44,8012.26,0.94,36.43,129.98,2028.32,7877.12,8.3769,0.02,305,1915,84.93,10.5,6.2449,57
131,271,10.0,0.25,100.0,489.05,604.47,1493.66,1298.53,10.52,15.46,396.53,2318.91,8787.47,1.26,45.22,373.46,2388.15,8141.42,8.5517,0.03,368,2319,100.0,28.67,17.2333,42.0078,0.8418,100.0,518.67,642.53,1592.19,1407.82,14.62,21.6,557.93,2388.14,9071.84,1.3,47.5,524.91,2388.22,8151.48,10.8804,0.03,393,2388,100.0,39.35,23.6161,0.0,0.0,60.0,445.0,535.87,1246.8,1034.68,3.91,5.69,137.79,1915.23,7997.06,0.94,36.28,129.67,2028.15,7868.05,8.3267,0.02,304,1915,84.93,10.45,6.2515,99
132,214,35.0051,0.84,100.0,449.44,555.91,1365.89,1121.22,5.48,7.96,196.05,2223.19,8367.67,1.03,42.06,184.74,2388.36,8091.74,9.1923,0.02,333,2223,100.0,15.15,8.989,42.0078,0.842,100.0,518.67,642.62,1593.19,1406.94,14.62,21.58,559.47,2388.2,9074.25,1.31,47.65,527.46,2388.36,8156.62,10.8942,0.03,394,2388,100.0,39.4,23.5976,0.0001,0.0,60.0,445.0,536.04,1247.59,1031.83,3.91,5.69,137.01,1915.22,7991.2,0.93,36.18,128.93,2028.04,7863.59,8.3121,0.02,303,1915,84.93,10.39,6.2269,40
133,411,35.0073,0.84,100.0,449.44,555.38,1364.45,1127.0,5.48,7.97,196.63,2223.23,8376.23,1.03,41.98,184.49,2388.32,8088.4,9.1966,0.02,331,2223,100.0,14.99,8.9722,42.008,0.842,100.0,518.67,642.9,1592.47,1405.53,14.62,21.58,558.42,2388.13,9072.21,1.3,47.55,526.56,2388.34,8154.22,10.9106,0.03,394,2388,100.0,39.24,23.6371,0.0,0.0,60.0,445.0,535.67,1245.33,1028.46,3.91,5.69,136.91,1915.17,7989.44,0.93,36.21,129.06,2028.06,7857.73,8.3034,0.02,304,1915,84.93,10.37,6.1606,78
134,160,41.9982,0.8412,100.0,445.0,549.59,1356.28,1124.66,3.91,5.72,139.24,2211.99,8328.09,1.02,41.89,130.82,2388.11,8089.26,9.358,0.02,331,2212,100.0,10.4,6.4251,42.0076,0.8419,100.0,518.67,643.01,1593.06,1408.94,14.62,21.61,555.37,2388.07,9075.52,1.3,47.52,523.06,2388.32,8157.61,10.9173,0.03,393,2388,100.0,39.17,23.5208,0.0,0.0,60.0,445.0,535.89,1247.9,1036.06,3.91,5.71,138.24,1915.45,8012.79,0.94,36.34,130.23,2028.36,7876.05,8.3494,0.02,305,1915,84.93,10.4,6.2406,87
135,89,9.9995,0.2514,100.0,489.05,604.97,1496.09,1312.84,10.52,15.49,393.47,2318.97,8761.99,1.26,45.58,371.27,2388.2,8113.1,8.658,0.03,372,2319,100.0,28.54,17.1068,42.0077,0.8419,100.0,518.67,643.17,1599.07,1415.34,14.62,21.61,553.8,2388.2,9047.5,1.3,47.78,521.53,2388.21,8126.19,10.9311,0.03,395,2388,100.0,39.01,23.4885,0.0,0.0,60.0,445.0,536.68,1256.45,1044.17,3.91,5.71,137.96,1915.05,7994.06,0.94,36.7,129.75,2027.96,7858.21,8.4168,0.02,304,1915,84.93,10.44,6.1962,60
136,16,42.0078,0.8416,100.0,445.0,549.19,1340.82,1109.66,3.91,5.69,137.85,2211.9,8303.83,1.01,41.5,129.68,2387.98,8072.92,9.3624,0.02,330,2212,100.0,10.69,6.4143,42.0078,0.8416,100.0,518.67,641.77,1582.9,1391.8,14.62,21.58,551.48,2387.72,9042.84,1.3,47.07,519.26,2387.98,8120.15,10.8928,0.03,390,2388,100.0,39.09,23.2785,0.0006,0.0,60.0,445.0,536.24,1243.28,1032.22,3.91,5.69,136.73,1915.19,7990.69,0.93,36.29,128.9,2028.08,7860.63,8.4132,0.02,304,1915,84.93,10.39,6.3215,189
137,80,25.0054,0.6216,60.0,462.54,536.69,1258.65,1041.92,7.05,9.03,176.19,1915.27,8005.3,0.94,36.74,164.82,2028.23,7871.11,10.9045,0.02,306,1915,84.93,14.3,8.6629,42.0078,0.8418,100.0,518.67,642.63,1592.67,1410.57,14.62,21.61,554.65,2388.1,9062.17,1.3,47.49,522.6,2388.12,8143.67,10.9125,0.03,393,2388,100.0,39.13,23.4636,0.0002,0.0,60.0,445.0,536.2,1248.78,1035.38,3.91,5.71,137.88,1915.27,8004.45,0.94,36.49,130.37,2028.22,7868.15,8.3834,0.02,305,1915,84.93,10.49,6.3086,145
138,163,20.0012,0.7,100.0,491.19,608.11,1484.54,1265.78,9.35,13.66,334.12,2324.12,8727.22,1.08,44.85,314.36,2388.24,8063.34,9.3248,0.03,368,2324,100.0,24.36,14.5214,42.0078,0.842,100.0,518.67,643.47,1597.02,1419.44,14.62,21.61,554.63,2388.18,9066.92,1.3,47.84,522.79,2388.33,8141.56,10.9676,0.03,395,2388,100.0,39.01,23.4089,0.0004,0.0,60.0,445.0,536.53,1257.55,1043.64,3.91,5.71,137.59,1915.23,8004.01,0.94,36.61,129.75,2028.13,7867.43,8.402,0.02,306,1915,84.93,10.33,6.2085,15
139,193,0.0013,0.0,100.0,518.67,642.73,1583.19,1405.41,14.62,21.61,553.27,2388.03,9090.39,1.3,47.52,521.01,2388.08,8168.18,8.4718,0.03,394,2388,100.0,38.74,23.3012,42.0079,0.842,100.0,518.67,642.77,1589.57,1409.18,14.62,21.61,555.15,2388.07,9090.39,1.3,47.52,523.11,2388.6,8168.18,10.961,0.03,394,2388,100.0,39.21,23.5069,0.0001,0.0,60.0,445.0,535.87,1249.86,1034.66,3.91,5.71,138.33,1915.43,8005.98,0.94,36.38,129.97,2028.3,7872.96,8.347,0.02,305,1915,84.93,10.37,6.1894,58
140,235,0.0025,0.0,100.0,518.67,642.71,1593.78,1416.9,14.62,21.6,561.72,2388.3,9083.3,1.31,47.61,530.12,2388.29,8167.1,8.2802,0.03,393,2388,100.0,39.65,23.5832,42.0078,0.8419,100.0,518.67,642.86,1596.55,1416.9,14.62,21.6,562.38,2388.3,9086.75,1.31,47.69,530.12,2388.49,8168.31,10.8624,0.03,394,2388,100.0,39.65,23.682,0.0001,0.0,60.0,445.0,535.97,1252.14,1031.16,3.91,5.7,138.05,1915.32,8004.48,0.94,36.34,130.36,2028.2,7869.94,8.2802,0.02,305,1915,84.93,10.47,6.1802,63
141,112,42.0025,0.84,100.0,445.0,549.27,1357.44,1136.26,3.91,5.72,138.42,2211.86,8318.56,1.02,42.44,130.44,2387.85,8078.88,9.3998,0.02,333,2212,100.0,10.3,6.3683,42.0063,0.842,100.0,518.67,643.41,1596.44,1418.66,14.62,21.61,553.71,2388.17,9066.74,1.3,47.74,521.55,2388.24,8138.51,10.9536,0.03,395,2388,100.0,39.01,23.3449,0.0,0.0,60.0,445.0,536.09,1253.28,1048.39,3.91,5.71,137.79,1915.2,8002.48,0.94,36.55,129.77,2028.1,7865.87,8.4254,0.02,306,1915,84.93,10.29,6.2334,87
142,184,24.9987,0.6206,60.0,462.54,537.38,1266.09,1052.34,7.05,9.03,174.82,1915.83,8036.78,0.94,36.9,164.09,2028.66,7899.1,10.9641,0.02,309,1915,84.93,14.13,8.4848,42.008,0.842,100.0,518.67,643.28,1607.29,1420.04,14.62,21.61,555.43,2388.11,9089.96,1.3,47.87,522.79,2388.51,8167.53,10.9641,0.03,394,2388,100.0,39.21,23.5216,0.0,0.0,60.0,445.0,536.01,1251.19,1036.71,3.91,5.71,137.94,1915.36,8006.33,0.94,36.4,130.02,2028.21,7872.6,8.3633,0.02,305,1915,84.93,10.35,6.2655,25
143,31,24.999,0.62,60.0,462.54,536.77,1265.45,1045.93,7.05,9.03,175.32,1915.37,8002.78,0.94,36.54,164.31,2028.26,7876.59,10.8482,0.02,308,1915,84.93,14.31,8.6243,42.0055,0.8419,100.0,518.67,642.46,1588.85,1407.29,14.62,21.61,554.61,2388.13,9058.06,1.3,47.37,522.4,2388.13,8141.15,10.9016,0.03,393,2388,100.0,39.07,23.4117,0.0015,0.0,60.0,445.0,536.53,1254.51,1041.22,3.91,5.71,137.8,1915.29,8002.78,0.94,36.54,130.68,2028.21,7870.32,8.4115,0.02,307,1915,84.93,10.45,6.1977,153
144,222,25.008,0.622,60.0,462.54,537.19,1261.93,1049.09,7.05,9.01,177.6,1915.55,8018.12,0.94,36.63,166.5,2028.42,7886.95,10.7711,0.02,306,1915,84.93,14.6,8.6848,42.0079,0.8419,100.0,518.67,642.61,1595.01,1406.96,14.62,21.6,559.38,2388.16,9073.95,1.31,47.57,526.46,2388.31,8155.37,10.875,0.03,393,2388,100.0,39.35,23.6408,0.0002,0.0,60.0,445.0,535.78,1243.51,1033.09,3.91,5.7,138.18,1915.32,8000.01,0.93,36.25,130.48,2028.2,7870.55,8.3139,0.02,304,1915,84.93,10.51,6.2786,75
145,8,10.0022,0.25,100.0,489.05,604.19,1499.22,1296.97,10.52,15.49,395.45,2318.83,8784.83,1.26,45.09,372.03,2388.0,8147.36,8.648,0.03,368,2319,100.0,28.56,17.2631,42.0074,0.8414,100.0,518.67,642.26,1584.65,1396.32,14.62,21.61,554.54,2387.99,9062.11,1.3,47.31,522.91,2388.23,8147.36,9.321,0.03,391,2388,100.0,39.06,23.5072,0.0008,0.0007,100.0,445.0,549.56,1349.91,1117.83,3.91,5.72,138.68,2212.11,8336.84,1.02,41.57,130.98,2388.0,8071.82,8.3938,0.02,329,2212,100.0,10.51,6.3477,220
146,32,20.005,0.7,100.0,491.19,606.66,1475.75,1243.87,9.35,13.65,335.45,2323.87,8714.04,1.08,44.04,315.4,2388.05,8061.12,9.2067,0.02,364,2324,100.0,24.6,14.7452,42.0077,0.842,100.0,518.67,642.67,1587.08,1402.41,14.62,21.61,554.3,2388.08,9058.72,1.3,47.36,522.56,2388.09,8134.15,10.8916,0.03,393,2388,100.0,39.06,23.4066,0.0,0.0,60.0,445.0,536.29,1256.17,1037.52,3.91,5.71,138.18,1915.23,8003.02,0.94,36.5,130.4,2028.11,7867.1,8.3605,0.02,305,1915,84.93,10.47,6.357,271
147,67,0.0009,0.0,100.0,518.67,643.02,1591.84,1405.42,14.62,21.61,553.67,2388.07,9047.95,1.3,47.43,521.11,2388.13,8118.82,8.4294,0.03,393,2388,100.0,38.97,23.3691,42.008,0.842,100.0,518.67,643.25,1594.34,1417.21,14.62,21.61,554.11,2388.13,9048.66,1.3,47.67,522.22,2388.2,8129.87,10.9154,0.03,394,2388,100.0,39.0,23.4132,0.0002,0.0,60.0,445.0,536.12,1254.04,1042.56,3.91,5.71,137.88,1915.14,7996.42,0.94,36.53,129.55,2027.98,7861.96,8.3962,0.02,306,1915,84.93,10.37,6.2437,167
148,125,20.0057,0.7005,100.0,491.19,607.16,1467.33,1240.47,9.35,13.6,333.82,2323.81,8724.31,1.08,44.11,314.2,2387.93,8058.52,9.1734,0.02,364,2324,100.0,24.45,14.6419,42.0079,0.8419,100.0,518.67,642.68,1589.64,1399.37,14.62,21.58,553.55,2388.03,9056.84,1.3,47.24,521.64,2388.08,8142.41,10.893,0.03,394,2388,100.0,39.24,23.5573,0.0,0.0,60.0,445.0,536.0,1247.6,1031.57,3.91,5.69,137.05,1915.19,7989.86,0.93,36.22,129.21,2028.1,7861.57,8.3611,0.02,303,1915,84.93,10.4,6.2652,68
149,160,34.9997,0.8401,100.0,449.44,555.27,1366.8,1132.86,5.48,7.99,195.63,2223.11,8361.48,1.03,41.81,184.89,2388.26,8078.35,9.2316,0.02,333,2223,100.0,15.15,9.0177,42.0074,0.8419,100.0,518.67,642.88,1592.81,1409.48,14.62,21.6,558.02,2388.19,9074.31,1.3,47.48,526.01,2388.26,8151.94,10.865,0.03,394,2388,100.0,39.39,23.6235,0.0003,0.0,60.0,445.0,535.95,1250.01,1031.46,3.91,5.7,138.6,1915.3,8004.83,0.94,36.3,130.61,2028.21,7869.11,8.3115,0.02,305,1915,84.93,10.46,6.2706,101
150,75,24.9996,0.6214,60.0,462.54,537.57,1255.97,1056.43,7.05,9.02,174.92,1915.25,8009.17,0.94,36.7,164.88,2028.15,7874.5,10.9123,0.02,306,1915,84.93,14.2,8.5761,42.0075,0.8419,100.0,518.67,643.07,1597.79,1414.39,14.62,21.61,554.34,2388.13,9056.15,1.3,47.61,522.15,2388.18,8138.87,10.9153,0.03,394,2388,100.0,39.03,23.4547,0.0002,0.0,60.0,445.0,536.24,1255.97,1043.11,3.91,5.71,138.03,1915.18,8002.73,0.94,36.64,130.18,2028.13,7864.3,8.3781,0.02,305,1915,84.93,10.33,6.2467,74
151,65,0.0018,0.0,100.0,518.67,642.17,1583.02,1396.55,14.62,21.57,553.42,2388.0,9054.92,1.3,46.91,521.65,2387.95,8136.73,8.3986,0.03,392,2388,100.0,38.97,23.4317,42.0076,0.8419,100.0,518.67,642.55,1584.79,1398.86,14.62,21.58,554.17,2388.0,9054.92,1.3,47.16,521.65,2388.08,8136.73,10.8696,0.03,392,2388,100.0,39.11,23.4333,0.0004,0.0,60.0,445.0,536.18,1247.67,1032.1,3.91,5.69,137.27,1915.25,7998.32,0.93,36.29,129.43,2028.11,7866.26,8.3726,0.02,304,1915,84.93,10.48,6.24,286
152,27,42.0058,0.8409,100.0,445.0,549.56,1344.82,1116.88,3.91,5.72,138.54,2212.04,8321.52,1.02,42.06,131.02,2388.17,8091.86,9.3194,0.02,329,2212,100.0,10.79,6.3341,42.0074,0.8419,100.0,518.67,642.36,1590.39,1405.8,14.62,21.61,554.9,2388.07,9073.63,1.3,47.3,522.56,2388.24,8149.3,10.8646,0.03,393,2388,100.0,39.11,23.4407,0.0004,0.0,60.0,445.0,536.4,1260.1,1043.63,3.91,5.71,138.3,1915.52,8019.19,0.94,36.72,130.25,2028.34,7878.59,8.3956,0.02,305,1915,84.93,10.57,6.2627,235
153,37,10.0078,0.2513,100.0,489.05,605.19,1495.08,1304.49,10.52,15.49,395.2,2318.87,8787.11,1.26,45.32,372.05,2388.07,8131.96,8.68,0.03,370,2319,100.0,28.57,17.214,42.0072,0.842,100.0,518.67,642.81,1594.44,1407.67,14.62,21.61,553.93,2388.1,9064.13,1.3,47.68,522.7,2388.15,8145.33,10.9275,0.03,394,2388,100.0,39.12,23.3917,0.001,0.0,60.0,445.0,536.12,1255.99,1043.14,3.91,5.71,138.5,1915.34,8010.29,0.94,36.56,130.54,2028.24,7872.38,8.4119,0.02,305,1915,84.93,10.57,6.3191,131
154,80,10.0069,0.2508,100.0,489.05,604.24,1498.52,1293.96,10.52,15.46,393.5,2318.65,8765.59,1.26,44.99,370.26,2387.9,8126.94,8.6106,0.03,368,2319,100.0,28.77,17.2055,42.0074,0.842,100.0,518.67,642.68,1590.0,1405.26,14.62,21.58,553.24,2387.96,9052.25,1.3,47.4,520.91,2388.05,8134.66,10.8914,0.03,392,2388,100.0,39.04,23.4302,0.0,0.0,60.0,445.0,535.73,1245.38,1030.36,3.91,5.69,137.21,1915.19,7990.11,0.94,36.21,129.37,2028.11,7860.39,8.3587,0.02,303,1915,84.93,10.43,6.2866,123
155,118,0.0022,0.0011,100.0,518.67,642.16,1580.84,1395.42,14.62,21.59,554.23,2387.99,9052.8,1.3,47.11,521.9,2387.97,8136.18,8.3783,0.03,393,2388,100.0,39.14,23.4505,42.0079,0.842,100.0,518.67,642.33,1591.47,1400.26,14.62,21.59,554.23,2388.02,9053.62,1.3,47.31,522.05,2388.07,8140.1,10.8883,0.03,393,2388,100.0,39.16,23.5876,0.0003,0.0,60.0,445.0,535.88,1248.38,1031.58,3.91,5.7,137.4,1915.24,7995.77,0.93,36.22,129.26,2028.13,7860.66,8.33,0.02,304,1915,84.93,10.41,6.2276,177
156,15,24.9998,0.6203,60.0,462.54,537.26,1256.98,1039.73,7.05,9.03,175.79,1915.24,7993.65,0.94,36.65,164.37,2028.09,7864.75,10.8808,0.02,306,1915,84.93,14.34,8.524,42.0075,0.8419,100.0,518.67,642.27,1589.13,1398.67,14.62,21.61,553.78,2388.11,9045.54,1.3,47.22,521.57,2388.09,8128.27,10.8999,0.03,392,2388,100.0,38.98,23.4593,0.003,0.001,60.0,445.0,536.56,1255.6,1039.73,3.91,5.71,138.15,1915.16,7993.65,0.94,36.55,130.18,2028.04,7864.75,8.4298,0.02,306,1915,84.93,10.45,6.2967,124
